ind,oldind,pop,seq
NEW_02,NEW-02,01-Californie-NEW,beadxpress
NEW_05,NEW-05,01-Californie-NEW,beadxpress
NEW_06,NEW-06,01-Californie-NEW,beadxpress
NEW_07,NEW-07,01-Californie-NEW,beadxpress
Coos_Bay_07,Coos_Bay-7,02-Oregon-Coos,beadxpress
Coos_Bay_18,Coos_Bay-18,02-Oregon-Coos,beadxpress
Coos_Bay_32,Coos_Bay-32,02-Oregon-Coos,beadxpress
Coos_Bay_36,Coos_Bay-36,02-Oregon-Coos,beadxpress
mg_28,mg-28,03-Californie-Carlsbad,beadxpress
mg_30,mg-30,03-Californie-Carlsbad,beadxpress
mg_44,mg-44,03-Californie-Carlsbad,beadxpress
SAB_04,SAB-4,04-SantaBarbara,beadxpress
SAB_11,SAB-11,04-SantaBarbara,beadxpress
TBR_07,TBR-7,05-Californie-TBR,beadxpress
TBR_27,TBR-27,05-Californie-TBR,beadxpress
TBR_33,TBR-33,05-Californie-TBR,beadxpress
TBR_41,TBR-41,05-Californie-TBR,beadxpress
BRK_01,BRK-1,06-Californie-BRK,beadxpress
BRK_08,BRK-8,06-Californie-BRK,beadxpress
BRK_17,BRK-17,06-Californie-BRK,beadxpress
BRK_28,BRK-28,06-Californie-BRK,beadxpress
LAM_21,LAM-21,07-Californie-LAM,beadxpress
LAM_23,LAM-23,07-Californie-LAM,beadxpress
LAM_24,LAM-24,07-Californie-LAM,beadxpress
LAM_26,LAM-26,07-Californie-LAM,beadxpress
CBD_01,CBD-01,08-StLaurent-CBD,beadxpress
CBD_02,CBD-02,08-StLaurent-CBD,beadxpress
CBD_03,CBD-03,08-StLaurent-CBD,beadxpress
CBD_04,CBD-04,08-StLaurent-CBD,beadxpress
CBD_05,CBD-05,08-StLaurent-CBD,beadxpress
CBD_06,CBD-06,08-StLaurent-CBD,beadxpress
CBD_07,CBD-07,08-StLaurent-CBD,beadxpress
CBD_08,CBD-08,08-StLaurent-CBD,beadxpress
CBD_09,CBD-09,08-StLaurent-CBD,beadxpress
CBD_10,CBD-10,08-StLaurent-CBD,beadxpress
CBD_11,CBD-11,08-StLaurent-CBD,beadxpress
CBD_12,CBD-12,08-StLaurent-CBD,beadxpress
CBD_13,CBD-13,08-StLaurent-CBD,beadxpress
CBD_14,CBD-14,08-StLaurent-CBD,beadxpress
CBD_15,CBD-15,08-StLaurent-CBD,beadxpress
CBD_16,CBD-16,08-StLaurent-CBD,beadxpress
CBD_17,CBD-17,08-StLaurent-CBD,beadxpress
CBD_18,CBD-18,08-StLaurent-CBD,beadxpress
CBD_19,CBD-19,08-StLaurent-CBD,beadxpress
stl_01,stl1,08-StLaurent-CBD,beadxpress
stl_10,stl10,08-StLaurent-CBD,beadxpress
stl_15,stl15,08-StLaurent-CBD,beadxpress
stl_18,stl18,08-StLaurent-CBD,beadxpress
stl_23,stl23,08-StLaurent-CBD,beadxpress
stl_25,stl25,08-StLaurent-CBD,beadxpress
stl_26,stl26,08-StLaurent-CBD,beadxpress
TAD_09,TAD-09,09-StLaurent-TAD,beadxpress
TAD_13,TAD-13,09-StLaurent-TAD,beadxpress
TAD_25,TAD-25,09-StLaurent-TAD,beadxpress
SHM_01,SHM-1,10-LgIs-SHM,beadxpress
SHM_02,SHM-2,10-LgIs-SHM,beadxpress
SHM_03,SHM-3,10-LgIs-SHM,beadxpress
SHM_05,SHM-5,10-LgIs-SHM,beadxpress
SHM_06,SHM-6,10-LgIs-SHM,beadxpress
SHM_07,SHM-7,10-LgIs-SHM,beadxpress
qnt_01,qnt1,11-LgIs-QNT,beadxpress
qnt_02,qnt2,11-LgIs-QNT,beadxpress
QNT_03,QNT-3,11-LgIs-QNT,beadxpress
qnt_08,qnt8,11-LgIs-QNT,beadxpress
qnt_38,qnt38,11-LgIs-QNT,beadxpress
qnt_47,qnt47,11-LgIs-QNT,beadxpress
BYY_01,BYY-1,12-LgIs-BYY,beadxpress
BYY_02,BYY-2,12-LgIs-BYY,beadxpress
BYY_03,BYY-3,12-LgIs-BYY,beadxpress
ost_02,ost2,13-LgIs-OST,beadxpress
ost_11,ost11,13-LgIs-OST,beadxpress
ost_20,ost20,13-LgIs-OST,beadxpress
ost_27,ost27,13-LgIs-OST,beadxpress
ost_37,ost37,13-LgIs-OST,beadxpress
ost_40,ost40,13-LgIs-OST,beadxpress
BFM_01,BFM-1,14-LgIs-BFM,beadxpress
BFM_02,BFM-2,14-LgIs-BFM,beadxpress
BFM_03,BFM-3,14-LgIs-BFM,beadxpress
myc_01,myc1,15-LgIs-MYC,beadxpress
myc_11,myc11,15-LgIs-MYC,beadxpress
myc_14,myc14,15-LgIs-MYC,beadxpress
myc_42,myc42,15-LgIs-MYC,beadxpress
myc_48,myc48,15-LgIs-MYC,beadxpress
Myc_49,Myc-49,15-LgIs-MYC,beadxpress
MYC_50,MYC-50,15-LgIs-MYC,beadxpress
Myc_51,Myc-51,15-LgIs-MYC,beadxpress
SPM_01,SPM-01,16-LgIs-SPM,beadxpress
SPM_02,SPM-02,16-LgIs-SPM,beadxpress
SPM_03,SPM-03,16-LgIs-SPM,beadxpress
SPM_04,SPM-04,16-LgIs-SPM,beadxpress
SPM_05,SPM-05,16-LgIs-SPM,beadxpress
Bost_01,Bost-01,17-Boston,beadxpress
Bost_02,Bost-02,17-Boston,beadxpress
Bost_04,Bost-04,17-Boston,beadxpress
Bost_05,Bost-05,17-Boston,beadxpress
Bost_06,Bost-06,17-Boston,beadxpress
NOVI_14,NOVI-14,18-NovyMost,beadxpress
NOVI_15,NOVI-15,18-NovyMost,beadxpress
NOVI_16,NOVI-16,18-NovyMost,beadxpress
NOVI_23,NOVI-23,18-NovyMost,beadxpress
NOVI_29,NOVI-29,18-NovyMost,beadxpress
NOVI_30,NOVI-30,18-NovyMost,beadxpress
NOVI_41,NOVI-41,18-NovyMost,beadxpress
NOVI_42,NOVI-42,18-NovyMost,beadxpress
NOVI_44,NOVI-44,18-NovyMost,beadxpress
NOVI_45,NOVI-45,18-NovyMost,beadxpress
NOVI_50,NOVI-50,18-NovyMost,beadxpress
NOVI_51,NOVI-51,18-NovyMost,beadxpress
NOVI_52,NOVI-52,18-NovyMost,beadxpress
NOVI_53,NOVI-53,18-NovyMost,beadxpress
NOVI_54,NOVI-54,18-NovyMost,beadxpress
NOVI_55,NOVI-55,18-NovyMost,beadxpress
NOVI_56,NOVI-56,18-NovyMost,beadxpress
NOVI_58,NOVI-58,18-NovyMost,beadxpress
NOVI_59,NOVI-59,18-NovyMost,beadxpress
NOVI_60,NOVI-60,18-NovyMost,beadxpress
RET_01,RET-01,19-Retinskoye,beadxpress
RET_02,RET-02,19-Retinskoye,beadxpress
RET_04,RET-04,19-Retinskoye,beadxpress
RET_05,RET-05,19-Retinskoye,beadxpress
RET_06,RET-06,19-Retinskoye,beadxpress
RET_07,RET-07,19-Retinskoye,beadxpress
RET_08,RET-08,19-Retinskoye,beadxpress
RET_09,RET-09,19-Retinskoye,beadxpress
RET_10,RET-10,19-Retinskoye,beadxpress
RET_11,RET-11,19-Retinskoye,beadxpress
RET_12,RET-12,19-Retinskoye,beadxpress
RET_13,RET-13,19-Retinskoye,beadxpress
RET_14,RET-14,19-Retinskoye,beadxpress
RET_15,RET-15,19-Retinskoye,beadxpress
RET_16,RET-16,19-Retinskoye,beadxpress
RET_17,RET-17,19-Retinskoye,beadxpress
RET_18,RET-18,19-Retinskoye,beadxpress
RET_19,RET-19,19-Retinskoye,beadxpress
RET_20,RET-20,19-Retinskoye,beadxpress
RET_21,RET-21,19-Retinskoye,beadxpress
ORE_01,ORE-01,20-Oresund-Helsinborg,beadxpress
ORE_02,ORE-02,20-Oresund-Helsinborg,beadxpress
ORE_03,ORE-03,20-Oresund-Helsinborg,beadxpress
ORE_04,ORE-04,20-Oresund-Helsinborg,beadxpress
ORE_05,ORE-05,20-Oresund-Helsinborg,beadxpress
ORE_06,ORE-06,20-Oresund-Helsinborg,beadxpress
ORE_09,ORE-09,20-Oresund-Helsinborg,beadxpress
ORE_10,ORE-10,20-Oresund-Helsinborg,beadxpress
ORE_11,ORE-11,20-Oresund-Helsinborg,beadxpress
ORE_16,ORE-16,20-Oresund-Helsinborg,beadxpress
ORE_18,ORE-18,20-Oresund-Helsinborg,beadxpress
ORE_20,ORE-20,20-Oresund-Helsinborg,beadxpress
ORE_22,ORE-22,20-Oresund-Helsinborg,beadxpress
ORE_24,ORE-24,20-Oresund-Helsinborg,beadxpress
ORE_32,ORE-32,20-Oresund-Helsinborg,beadxpress
ORE_33,ORE-33,20-Oresund-Helsinborg,beadxpress
ORE_36,ORE-36,20-Oresund-Helsinborg,beadxpress
ORE_37,ORE-37,20-Oresund-Helsinborg,beadxpress
ORE_38,ORE-38,20-Oresund-Helsinborg,beadxpress
ORE_39,ORE-39,20-Oresund-Helsinborg,beadxpress
ORE_40,ORE-40,20-Oresund-Helsinborg,beadxpress
Raa_11,Raa-11,21-Oresund-Raa,beadxpress
Raa_27,Raa-27,21-Oresund-Raa,beadxpress
Raa_48,Raa-48,21-Oresund-Raa,beadxpress
Tva_01,Tva-01,22-Tvarminne,beadxpress
tva_02,tva2,22-Tvarminne,beadxpress
Tva_02,Tva-02,22-Tvarminne,beadxpress
Tva_03,Tva-03,22-Tvarminne,beadxpress
tva_04,tva4,22-Tvarminne,beadxpress
Tva_05,Tva-05,22-Tvarminne,beadxpress
Tva_06,Tva-06,22-Tvarminne,beadxpress
tva_07,tva7,22-Tvarminne,beadxpress
tva_08,tva8,22-Tvarminne,beadxpress
tva_09,tva9,22-Tvarminne,beadxpress
tva_10,tva10,22-Tvarminne,beadxpress
tva_11,tva11,22-Tvarminne,beadxpress
Tva_12,Tva-12,22-Tvarminne,beadxpress
Tva_13,Tva-13,22-Tvarminne,beadxpress
Tva_14,Tva-14,22-Tvarminne,beadxpress
Tva_15,Tva-15,22-Tvarminne,beadxpress
tva_16,tva16,22-Tvarminne,beadxpress
Tva_17,Tva-17,22-Tvarminne,beadxpress
Ed_01,Ed-01,23-Edinburgh,beadxpress
Ed_03,Ed-03,23-Edinburgh,beadxpress
Ed_04,Ed-04,23-Edinburgh,beadxpress
Ed_10,Ed-10,23-Edinburgh,beadxpress
Ed_16,Ed-16,23-Edinburgh,beadxpress
Ab_06,Ab-06,24-Aberdeen,beadxpress
Ab_10,Ab-10,24-Aberdeen,beadxpress
Ab_12,Ab-12,24-Aberdeen,beadxpress
Ab_13,Ab-13,24-Aberdeen,beadxpress
Ab_14,Ab-14,24-Aberdeen,beadxpress
Ab_17,Ab-17,24-Aberdeen,beadxpress
Ab_20,Ab-20,24-Aberdeen,beadxpress
Ab_21,Ab-21,24-Aberdeen,beadxpress
Ab_24,Ab-24,24-Aberdeen,beadxpress
Ab_25,Ab-25,24-Aberdeen,beadxpress
Ab_26,Ab-26,24-Aberdeen,beadxpress
Ab_27,Ab-27,24-Aberdeen,beadxpress
Ab_28,Ab-28,24-Aberdeen,beadxpress
Ab_29,Ab-29,24-Aberdeen,beadxpress
Ab_30,Ab-30,24-Aberdeen,beadxpress
Ab_31,Ab-31,24-Aberdeen,beadxpress
Ab_32,Ab-32,24-Aberdeen,beadxpress
Ab_33,Ab-33,24-Aberdeen,beadxpress
Ab_37,Ab-37,24-Aberdeen,beadxpress
Ken_01,Ken-01,25-Kenmare,beadxpress
Ken_02,Ken-02,25-Kenmare,beadxpress
Ken_03,Ken-03,25-Kenmare,beadxpress
Ken_05,Ken-05,25-Kenmare,beadxpress
Ken_07,Ken-07,25-Kenmare,beadxpress
nor_09,nor9,26-Hollande,beadxpress
nor_12,nor12,26-Hollande,beadxpress
nor_14,nor14,26-Hollande,beadxpress
nor_25,nor25,26-Hollande,beadxpress
Nor_25,Nor-25,26-Hollande,beadxpress
nor_30,nor30,26-Hollande,beadxpress
nor_37,nor37,26-Hollande,beadxpress
nor_40,nor40,26-Hollande,beadxpress
nor_47,nor47,26-Hollande,beadxpress
C_07,C-07,27-Calais,beadxpress
C_08,C-08,27-Calais,beadxpress
C_12,C-12,27-Calais,beadxpress
C_13,C-13,27-Calais,beadxpress
C_14,C-14,27-Calais,beadxpress
BAR_01,BAR-01,28-Barfleur,beadxpress
BAR_03,BAR-03,28-Barfleur,beadxpress
BAR_04,BAR-04,28-Barfleur,beadxpress
BAR_05,BAR-05,28-Barfleur,beadxpress
BAR_06,BAR-06,28-Barfleur,beadxpress
CHER_01,CHER-01,29-Cherbourg,beadxpress
CHER_02,CHER-02,29-Cherbourg,beadxpress
CHER_03,CHER-03,29-Cherbourg,beadxpress
CHER_05,CHER-05,29-Cherbourg,beadxpress
CHER_07,CHER-07,29-Cherbourg,beadxpress
CHER_08,CHER-08,29-Cherbourg,beadxpress
CHER_09,CHER-09,29-Cherbourg,beadxpress
DIN_52,DIN-52,30-Dinard,beadxpress
DIN_53,DIN-53,30-Dinard,beadxpress
DIN_55,DIN-55,30-Dinard,beadxpress
DIN_56,DIN-56,30-Dinard,beadxpress
Ros_20,Ros-20,31-Roscoff,beadxpress
Ros_23,Ros-23,31-Roscoff,beadxpress
Ros_24,Ros-24,31-Roscoff,beadxpress
Ros_27,Ros-27,31-Roscoff,beadxpress
Ros_29,Ros-29,31-Roscoff,beadxpress
Ros_32,Ros-32,31-Roscoff,beadxpress
Ros_34,Ros-34,31-Roscoff,beadxpress
Ros_36,Ros-36,31-Roscoff,beadxpress
Ros_38,Ros-38,31-Roscoff,beadxpress
Ros_41,Ros-41,31-Roscoff,beadxpress
Ros_47,Ros-47,31-Roscoff,beadxpress
Ros_48,Ros-48,31-Roscoff,beadxpress
gui_03,gui3,32-Guillec,beadxpress
gui_09,gui9,32-Guillec,beadxpress
gui_11,gui11,32-Guillec,beadxpress
gui_13,gui13,32-Guillec,beadxpress
gui_15,gui15,32-Guillec,beadxpress
gui_23,gui23,32-Guillec,beadxpress
gui_24,gui24,32-Guillec,beadxpress
gui_43,gui43,32-Guillec,beadxpress
BRET_01,BRET-01,33-Kerbihan,beadxpress
BRET_02,BRET-02,33-Kerbihan,beadxpress
BRET_03,BRET-03,33-Kerbihan,beadxpress
BRET_05,BRET-05,33-Kerbihan,beadxpress
BRET_06,BRET-06,33-Kerbihan,beadxpress
BRET_07,BRET-07,33-Kerbihan,beadxpress
BRET_10,BRET-10,33-Kerbihan,beadxpress
BRET_14,BRET-14,33-Kerbihan,beadxpress
BRET_22,BRET-22,33-Kerbihan,beadxpress
BRET_30,BRET-30,33-Kerbihan,beadxpress
BRET_31,BRET-31,33-Kerbihan,beadxpress
BRET_33,BRET-33,33-Kerbihan,beadxpress
BRET_35,BRET-35,33-Kerbihan,beadxpress
BRET_36,BRET-36,33-Kerbihan,beadxpress
BRET_37,BRET-37,33-Kerbihan,beadxpress
BRET_38,BRET-38,33-Kerbihan,beadxpress
BRET_42,BRET-42,33-Kerbihan,beadxpress
BRET_43,BRET-43,33-Kerbihan,beadxpress
BRET_44,BRET-44,33-Kerbihan,beadxpress
BRET_45,BRET-45,33-Kerbihan,beadxpress
Por_01,Por-01,34-Pornichet,beadxpress
Por_02,Por-02,34-Pornichet,beadxpress
Por_03,Por-03,34-Pornichet,beadxpress
Por_04,Por-04,34-Pornichet,beadxpress
Por_05,Por-05,34-Pornichet,beadxpress
Por_06,Por-06,34-Pornichet,beadxpress
Por_07,Por-07,34-Pornichet,beadxpress
Por_08,Por-08,34-Pornichet,beadxpress
Por_09,Por-09,34-Pornichet,beadxpress
Por_10,Por-10,34-Pornichet,beadxpress
Por_11,Por-11,34-Pornichet,beadxpress
Por_12,Por-12,34-Pornichet,beadxpress
Por_13,Por-13,34-Pornichet,beadxpress
Por_14,Por-14,34-Pornichet,beadxpress
Por_15,Por-15,34-Pornichet,beadxpress
Por_16,Por-16,34-Pornichet,beadxpress
Por_17,Por-17,34-Pornichet,beadxpress
Por_18,Por-18,34-Pornichet,beadxpress
Por_19,Por-19,34-Pornichet,beadxpress
Por_20,Por-20,34-Pornichet,beadxpress
Por_21,Por-21,34-Pornichet,beadxpress
Por_22,Por-22,34-Pornichet,beadxpress
Por_23,Por-23,34-Pornichet,beadxpress
Por_24,Por-24,34-Pornichet,beadxpress
Por_25,Por-25,34-Pornichet,beadxpress
Por_26,Por-26,34-Pornichet,beadxpress
Por_27,Por-27,34-Pornichet,beadxpress
Por_28,Por-28,34-Pornichet,beadxpress
Por_29,Por-29,34-Pornichet,beadxpress
Por_30,Por-30,34-Pornichet,beadxpress
Por_31,Por-31,34-Pornichet,beadxpress
Por_32,Por-32,34-Pornichet,beadxpress
Por_33,Por-33,34-Pornichet,beadxpress
Por_34,Por-34,34-Pornichet,beadxpress
Por_35,Por-35,34-Pornichet,beadxpress
Por_36,Por-36,34-Pornichet,beadxpress
Por_37,Por-37,34-Pornichet,beadxpress
Por_38,Por-38,34-Pornichet,beadxpress
Por_39,Por-39,34-Pornichet,beadxpress
Por_40,Por-40,34-Pornichet,beadxpress
Por_41,Por-41,34-Pornichet,beadxpress
Por_42,Por-42,34-Pornichet,beadxpress
Por_43,Por-43,34-Pornichet,beadxpress
Por_44,Por-44,34-Pornichet,beadxpress
Por_45,Por-45,34-Pornichet,beadxpress
Por_46,Por-46,34-Pornichet,beadxpress
Por_47,Por-47,34-Pornichet,beadxpress
Por_48,Por-48,34-Pornichet,beadxpress
gol_05,gol5,35-Gascogne,beadxpress
gol_07,gol7,35-Gascogne,beadxpress
gol_10,gol10,35-Gascogne,beadxpress
gol_20,gol20,35-Gascogne,beadxpress
gol_24,gol24,35-Gascogne,beadxpress
gol_25,gol25,35-Gascogne,beadxpress
gol_28,gol28,35-Gascogne,beadxpress
gol_45,gol45,35-Gascogne,beadxpress
BB_01,BB-01,36-Biscay,beadxpress
BB_02,BB-02,36-Biscay,beadxpress
BB_03,BB-03,36-Biscay,beadxpress
BB_04,BB-04,36-Biscay,beadxpress
BB_05,BB-05,36-Biscay,beadxpress
BB_08,BB-08,36-Biscay,beadxpress
BB_09,BB-09,36-Biscay,beadxpress
PA_01,PA-01,37-Aiguillon,beadxpress
PA_02,PA-02,37-Aiguillon,beadxpress
PA_03,PA-03,37-Aiguillon,beadxpress
PA_04,PA-04,37-Aiguillon,beadxpress
PA_05,PA-05,37-Aiguillon,beadxpress
PA_06,PA-06,37-Aiguillon,beadxpress
PA_07,PA-07,37-Aiguillon,beadxpress
Arsud_01,Arsud-01,38-Arcachon,beadxpress
Arsud_02,Arsud-02,38-Arcachon,beadxpress
Arsud_03,Arsud-03,38-Arcachon,beadxpress
Arsud_04,Arsud-04,38-Arcachon,beadxpress
Arsud_05,Arsud-05,38-Arcachon,beadxpress
Arsud_06,Arsud-06,38-Arcachon,beadxpress
Arsud_07,Arsud-07,38-Arcachon,beadxpress
Arsud_08,Arsud-08,38-Arcachon,beadxpress
Arsud_09,Arsud-09,38-Arcachon,beadxpress
Arsud_10,Arsud-10,38-Arcachon,beadxpress
Arsud_11,Arsud-11,38-Arcachon,beadxpress
Arsud_12,Arsud-12,38-Arcachon,beadxpress
Arsud_13,Arsud-13,38-Arcachon,beadxpress
Arsud_14,Arsud-14,38-Arcachon,beadxpress
Arsud_15,Arsud-15,38-Arcachon,beadxpress
Arsud_16,Arsud-16,38-Arcachon,beadxpress
Arsud_17,Arsud-17,38-Arcachon,beadxpress
Arsud_18,Arsud-18,38-Arcachon,beadxpress
Arsud_19,Arsud-19,38-Arcachon,beadxpress
Arsud_20,Arsud-20,38-Arcachon,beadxpress
Arsud_21,Arsud-21,38-Arcachon,beadxpress
Arsud_22,Arsud-22,38-Arcachon,beadxpress
Arsud_23,Arsud-23,38-Arcachon,beadxpress
Arsud_24,Arsud-24,38-Arcachon,beadxpress
Arsud_25,Arsud-25,38-Arcachon,beadxpress
Arsud_26,Arsud-26,38-Arcachon,beadxpress
Arsud_27,Arsud-27,38-Arcachon,beadxpress
Arsud_28,Arsud-28,38-Arcachon,beadxpress
Arsud_29,Arsud-29,38-Arcachon,beadxpress
Arsud_30,Arsud-30,38-Arcachon,beadxpress
Arsud_31,Arsud-31,38-Arcachon,beadxpress
Arsud_32,Arsud-32,38-Arcachon,beadxpress
Arsud_33,Arsud-33,38-Arcachon,beadxpress
Arsud_36,Arsud-36,38-Arcachon,beadxpress
Arsud_37,Arsud-37,38-Arcachon,beadxpress
Arsud_38,Arsud-38,38-Arcachon,beadxpress
Arsud_39,Arsud-39,38-Arcachon,beadxpress
Arsud_40,Arsud-40,38-Arcachon,beadxpress
Arsud_41,Arsud-41,38-Arcachon,beadxpress
Arsud_42,Arsud-42,38-Arcachon,beadxpress
Arsud_43,Arsud-43,38-Arcachon,beadxpress
Arsud_44,Arsud-44,38-Arcachon,beadxpress
Arsud_45,Arsud-45,38-Arcachon,beadxpress
Arsud_46,Arsud-46,38-Arcachon,beadxpress
Arsud_47,Arsud-47,38-Arcachon,beadxpress
Arsud_48,Arsud-48,38-Arcachon,beadxpress
Brz_11,Brz-11,39-Biarritz,beadxpress
Brz_13,Brz-13,39-Biarritz,beadxpress
Brz_16,Brz-16,39-Biarritz,beadxpress
Brz_17,Brz-17,39-Biarritz,beadxpress
Brz_18,Brz-18,39-Biarritz,beadxpress
Brz_19,Brz-19,39-Biarritz,beadxpress
Brz_20,Brz-20,39-Biarritz,beadxpress
atl_21,atl21,40-Faro,beadxpress
atl_23,atl23,40-Faro,beadxpress
atl_34,atl34,40-Faro,beadxpress
Atl_34,Atl-34,40-Faro,beadxpress
atl_35,atl35,40-Faro,beadxpress
atl_40,atl40,40-Faro,beadxpress
atl_45,atl45,40-Faro,beadxpress
DKL_01,DKL-01,41-Dahkla,beadxpress
DKL_02,DKL-02,41-Dahkla,beadxpress
NDR_11,NDR-11,42-Nador,beadxpress
NDR_13,NDR-13,42-Nador,beadxpress
NDR_14,NDR-14,42-Nador,beadxpress
NDR_15,NDR-15,42-Nador,beadxpress
NDR_18,NDR-18,42-Nador,beadxpress
NDR_23,NDR-23,42-Nador,beadxpress
GO_01,GO-01,43-Arzew,beadxpress
GO_02,GO-02,43-Arzew,beadxpress
GO_04,GO-04,43-Arzew,beadxpress
GO_05,GO-05,43-Arzew,beadxpress
GO_07,GO-07,43-Arzew,beadxpress
MMG_01,MMG-01,44-Moustaganem,beadxpress
MMG_02,MMG-02,44-Moustaganem,beadxpress
MMG_03,MMG-03,44-Moustaganem,beadxpress
MMG_04,MMG-04,44-Moustaganem,beadxpress
MMG_05,MMG-05,44-Moustaganem,beadxpress
MSL_01,MSL-01,45-SidiLakhdar,beadxpress
MSL_03,MSL-03,45-SidiLakhdar,beadxpress
MSL_04,MSL-04,45-SidiLakhdar,beadxpress
MSL_05,MSL-05,45-SidiLakhdar,beadxpress
MSL_07,MSL-07,45-SidiLakhdar,beadxpress
EM_03,EM-03,46-ElMarsa,beadxpress
EM_05,EM-05,46-ElMarsa,beadxpress
EM_06,EM-06,46-ElMarsa,beadxpress
EM_07,EM-07,46-ElMarsa,beadxpress
EM_08,EM-08,46-ElMarsa,beadxpress
MGA_01,MGA-01,47-Ghouraya,beadxpress
MGA_02,MGA-02,47-Ghouraya,beadxpress
MGA_03,MGA-03,47-Ghouraya,beadxpress
MGA_04,MGA-04,47-Ghouraya,beadxpress
MGA_07,MGA-07,47-Ghouraya,beadxpress
MTP_02,MTP-02,48-Tipaza,beadxpress
MTP_03,MTP-03,48-Tipaza,beadxpress
MTP_04,MTP-04,48-Tipaza,beadxpress
MTP_05,MTP-05,48-Tipaza,beadxpress
MTP_06,MTP-06,48-Tipaza,beadxpress
MSF_01,MSF-01,49-SidiFredj,beadxpress
MSF_03,MSF-03,49-SidiFredj,beadxpress
MSF_04,MSF-04,49-SidiFredj,beadxpress
MSF_06,MSF-06,49-SidiFredj,beadxpress
MSF_07,MSF-07,49-SidiFredj,beadxpress
Bej_01,Bej-01,50-Bejaia,beadxpress
Bej_02,Bej-02,50-Bejaia,beadxpress
Bej_04,Bej-04,50-Bejaia,beadxpress
Bej_06,Bej-06,50-Bejaia,beadxpress
Bej_07,Bej-07,50-Bejaia,beadxpress
Zan_01,Zan-01,51-Ziama,beadxpress
Zan_04,Zan-04,51-Ziama,beadxpress
Zan_05,Zan-05,51-Ziama,beadxpress
Zan_06,Zan-06,51-Ziama,beadxpress
Zan_07,Zan-07,51-Ziama,beadxpress
Collo_10,Collo-10,52-Collo,beadxpress
Collo_11,Collo-11,52-Collo,beadxpress
Collo_12,Collo-12,52-Collo,beadxpress
Collo_13,Collo-13,52-Collo,beadxpress
Collo_14,Collo-14,52-Collo,beadxpress
med_02,med2,53-Thau,beadxpress
med_03,med3,53-Thau,beadxpress
med_06,med6,53-Thau,beadxpress
med_07,med7,53-Thau,beadxpress
med_08,med8,53-Thau,beadxpress
med_24,med24,53-Thau,beadxpress
med_29,med29,53-Thau,beadxpress
med_44,med44,53-Thau,beadxpress
Msar_01,Msar-01,54-Nules,beadxpress
Msar_02,Msar-02,54-Nules,beadxpress
Msar_03,Msar-03,54-Nules,beadxpress
Msar_04,Msar-04,54-Nules,beadxpress
Msar_05,Msar-05,54-Nules,beadxpress
Msar_06,Msar-06,54-Nules,beadxpress
Msar_07,Msar-07,54-Nules,beadxpress
BIZ_04,BIZ-04,55-Bizerte,beadxpress
BIZ_05,BIZ-05,55-Bizerte,beadxpress
BIZ_06,BIZ-06,55-Bizerte,beadxpress
BIZ_07,BIZ-07,55-Bizerte,beadxpress
BIZ_08,BIZ-08,55-Bizerte,beadxpress
BIZ_09,BIZ-09,55-Bizerte,beadxpress
BIZ_10,BIZ-10,55-Bizerte,beadxpress
her_01,her1,56-Heraklion,beadxpress
her_03,her3,56-Heraklion,beadxpress
her_04,her4,56-Heraklion,beadxpress
her_09,her9,56-Heraklion,beadxpress
her_10,her10,56-Heraklion,beadxpress
her_11,her11,56-Heraklion,beadxpress
her_13,her13,56-Heraklion,beadxpress
her_14,her14,56-Heraklion,beadxpress
Her_17,Her-17,56-Heraklion,beadxpress
Her_18,Her-18,56-Heraklion,beadxpress
Her_19,Her-19,56-Heraklion,beadxpress
Her_20,Her-20,56-Heraklion,beadxpress
Her_21,Her-21,56-Heraklion,beadxpress
Her_22,Her-22,56-Heraklion,beadxpress
Her_23,Her-23,56-Heraklion,beadxpress
Her_24,Her-24,56-Heraklion,beadxpress
Coa_01,Coa-01,57-Croatie,beadxpress
Coa_02,Coa-02,57-Croatie,beadxpress
Coa_03,Coa-03,57-Croatie,beadxpress
Coa_04,Coa-04,57-Croatie,beadxpress
TRA_01,TRA-01,58-Trabzon,beadxpress
TRA_02,TRA-02,58-Trabzon,beadxpress
TRA_03,TRA-03,58-Trabzon,beadxpress
TRA_04,TRA-04,58-Trabzon,beadxpress
TRA_05,TRA-05,58-Trabzon,beadxpress
TRA_06,TRA-06,58-Trabzon,beadxpress
TRA_07,TRA-07,58-Trabzon,beadxpress
TRA_08,TRA-08,58-Trabzon,beadxpress
TRA_09,TRA-09,58-Trabzon,beadxpress
TRA_10,TRA-10,58-Trabzon,beadxpress
TRA_11,TRA-11,58-Trabzon,beadxpress
TRA_12,TRA-12,58-Trabzon,beadxpress
TRA_13,TRA-13,58-Trabzon,beadxpress
TRA_14,TRA-14,58-Trabzon,beadxpress
TRA_15,TRA-15,58-Trabzon,beadxpress
F2_01,F2-01,59-Croisement,beadxpress
F2_02,F2-02,59-Croisement,beadxpress
F2_03,F2-03,59-Croisement,beadxpress
F2_04,F2-04,59-Croisement,beadxpress
F2_05,F2-05,59-Croisement,beadxpress
F2_06,F2-06,59-Croisement,beadxpress
F2_07,F2-07,59-Croisement,beadxpress
F2_08,F2-08,59-Croisement,beadxpress
F2_09,F2-09,59-Croisement,beadxpress
F2_10,F2-10,59-Croisement,beadxpress
F2_11,F2-11,59-Croisement,beadxpress
F2_12,F2-12,59-Croisement,beadxpress
