ind,oldind,pop,seq
PEN_001_04T,PEN_001_4T,PEN_001,kasp_3
PEN_001_05H,PEN_001_5H,PEN_001,kasp_3
PEN_001_05T,PEN_001_5T,PEN_001,kasp_3
PEN_001_06H,PEN_001_6H,PEN_001,kasp_3
PEN_001_06T,PEN_001_6T,PEN_001,kasp_3
PEN_001_07H,PEN_001_7H,PEN_001,kasp_3
PEN_001_07T,PEN_001_7T,PEN_001,kasp_3
PEN_001_08H,PEN_001_8H,PEN_001,kasp_3
PEN_001_08T,PEN_001_8T,PEN_001,kasp_3
PEN_001_09H,PEN_001_9H,PEN_001,kasp_3
PEN_001_09T,PEN_001_9T,PEN_001,kasp_3
PEN_001_10H,PEN_001_10H,PEN_001,kasp_3
PEN_001_10T,PEN_001_10T,PEN_001,kasp_3
PEN_001_11H,PEN_001_11H,PEN_001,kasp_3
PEN_001_11T,PEN_001_11T,PEN_001,kasp_3
PEN_001_12H,PEN_001_12H,PEN_001,kasp_3
PEN_001_12T,PEN_001_12T,PEN_001,kasp_3
PEN_001_13H,PEN_001_13H,PEN_001,kasp_3
PEN_001_13T,PEN_001_13T,PEN_001,kasp_3
PEN_001_14H,PEN_001_14H,PEN_001,kasp_3
PEN_001_14T,PEN_001_14T,PEN_001,kasp_3
PEN_001_15H,PEN_001_15H,PEN_001,kasp_3
PEN_001_15T,PEN_001_15T,PEN_001,kasp_3
PEN_001_16H,PEN_001_16H,PEN_001,kasp_3
PEN_001_16T,PEN_001_16T,PEN_001,kasp_3
PEN_001_17H,PEN_001_17H,PEN_001,kasp_3
PEN_001_17T,PEN_001_17T,PEN_001,kasp_3
PEN_001_18H,PEN_001_18H,PEN_001,kasp_3
PEN_001_18T,PEN_001_18T,PEN_001,kasp_3
PEN_001_19H,PEN_001_19H,PEN_001,kasp_3
PEN_001_19T,PEN_001_19T,PEN_001,kasp_3
PEN_001_20H,PEN_001_20H,PEN_001,kasp_3
PEN_001_20T,PEN_001_20T,PEN_001,kasp_3
PEN_001_21H,PEN_001_21H,PEN_001,kasp_3
PEN_001_21T,PEN_001_21T,PEN_001,kasp_3
PEN_001_22H,PEN_001_22H,PEN_001,kasp_3
PEN_001_22T,PEN_001_22T,PEN_001,kasp_3
PEN_001_23H,PEN_001_23H,PEN_001,kasp_3
PEN_001_23T,PEN_001_23T,PEN_001,kasp_3
PEN_001_24H,PEN_001_24H,PEN_001,kasp_3
PEN_001_24T,PEN_001_24T,PEN_001,kasp_3
PEN_001_25H,PEN_001_25H,PEN_001,kasp_3
PEN_001_25T,PEN_001_25T,PEN_001,kasp_3
PET_001_01H,PET_001_1H,PET_001,kasp_3
PET_001_01T,PET_001_1T,PET_001,kasp_3
PET_001_02H,PET_001_2H,PET_001,kasp_3
PET_001_02T,PET_001_2T,PET_001,kasp_3
PET_001_03H,PET_001_3H,PET_001,kasp_3
PET_001_03T,PET_001_3T,PET_001,kasp_3
PET_001_04H,PET_001_4H,PET_001,kasp_3
PET_001_04T,PET_001_4T,PET_001,kasp_3
PET_001_05H,PET_001_5H,PET_001,kasp_3
PET_001_05T,PET_001_5T,PET_001,kasp_3
PET_001_06H,PET_001_6H,PET_001,kasp_3
PET_001_06T,PET_001_6T,PET_001,kasp_3
PET_001_07H,PET_001_7H,PET_001,kasp_3
PET_001_07T,PET_001_7T,PET_001,kasp_3
PET_001_08H,PET_001_8H,PET_001,kasp_3
PET_001_08T,PET_001_8T,PET_001,kasp_3
PET_001_09H,PET_001_9H,PET_001,kasp_3
PET_001_09T,PET_001_9T,PET_001,kasp_3
PET_001_10H,PET_001_10H,PET_001,kasp_3
PET_001_10T,PET_001_10T,PET_001,kasp_3
PET_001_11H,PET_001_11H,PET_001,kasp_3
PET_001_11T,PET_001_11T,PET_001,kasp_3
PET_001_12H,PET_001_12H,PET_001,kasp_3
PET_001_12T,PET_001_12T,PET_001,kasp_3
PET_001_13H,PET_001_13H,PET_001,kasp_3
PET_001_13T,PET_001_13T,PET_001,kasp_3
PET_001_14H,PET_001_14H,PET_001,kasp_3
PET_001_14T,PET_001_14T,PET_001,kasp_3
PET_001_15H,PET_001_15H,PET_001,kasp_3
PET_001_15T,PET_001_15T,PET_001,kasp_3
PET_001_16H,PET_001_16H,PET_001,kasp_3
PET_001_16T,PET_001_16T,PET_001,kasp_3
PET_001_17H,PET_001_17H,PET_001,kasp_3
PET_001_17T,PET_001_17T,PET_001,kasp_3
PET_001_18H,PET_001_18H,PET_001,kasp_3
PET_001_18T,PET_001_18T,PET_001,kasp_3
PET_001_19H,PET_001_19H,PET_001,kasp_3
PET_001_19T,PET_001_19T,PET_001,kasp_3
PET_001_20H,PET_001_20H,PET_001,kasp_3
PET_001_20T,PET_001_20T,PET_001,kasp_3
PET_001_21H,PET_001_21H,PET_001,kasp_3
PET_001_21T,PET_001_21T,PET_001,kasp_3
PET_001_22H,PET_001_22H,PET_001,kasp_3
PET_001_22T,PET_001_22T,PET_001,kasp_3
PET_001_23H,PET_001_23H,PET_001,kasp_3
PET_001_23T,PET_001_23T,PET_001,kasp_3
PET_001_24H,PET_001_24H,PET_001,kasp_3
PET_001_24T,PET_001_24T,PET_001,kasp_3
PET_001_25H,PET_001_25H,PET_001,kasp_3
PET_001_25T,PET_001_25T,PET_001,kasp_3
PL_37,PL37,PL,kasp_3
PL_43,PL43,PL,kasp_3
PL_48,PL48,PL,kasp_3
PL_49,PL49,PL,kasp_3
Plg_01B,Plg1B,Plg,kasp_3
Plg_01H,Plg1H,Plg,kasp_3
Plg_02B,Plg2B,Plg,kasp_3
Plg_02H,Plg2H,Plg,kasp_3
Plg_03B,Plg3B,Plg,kasp_3
Plg_03H,Plg3H,Plg,kasp_3
Plg_04B,Plg4B,Plg,kasp_3
Plg_04H,Plg4H,Plg,kasp_3
Plg_05B,Plg5B,Plg,kasp_3
Plg_05H,Plg5H,Plg,kasp_3
Plg_06B,Plg6B,Plg,kasp_3
Plg_06H,Plg6H,Plg,kasp_3
Plg_07B,Plg7B,Plg,kasp_3
Plg_07H,Plg7H,Plg,kasp_3
Plg_08B,Plg8B,Plg,kasp_3
Plg_08H,Plg8H,Plg,kasp_3
Plg_09B,Plg9B,Plg,kasp_3
Plg_09H,Plg9H,Plg,kasp_3
Plg_10B,Plg10B,Plg,kasp_3
Plg_10H,Plg10H,Plg,kasp_3
Plg_11B,Plg11B,Plg,kasp_3
Plg_11H,Plg11H,Plg,kasp_3
Plg_12B,Plg12B,Plg,kasp_3
Plg_12H,Plg12H,Plg,kasp_3
Plg_13B,Plg13B,Plg,kasp_3
Plg_13H,Plg13H,Plg,kasp_3
Plg_14B,Plg14B,Plg,kasp_3
Plg_14H,Plg14H,Plg,kasp_3
Plg_15B,Plg15B,Plg,kasp_3
Plg_15H,Plg15H,Plg,kasp_3
Plg_16B,Plg16B,Plg,kasp_3
Plg_16H,Plg16H,Plg,kasp_3
Plg_17B,Plg17B,Plg,kasp_3
Plg_17H,Plg17H,Plg,kasp_3
Plg_18B,Plg18B,Plg,kasp_3
Plg_18H,Plg18H,Plg,kasp_3
Plg_19B,Plg19B,Plg,kasp_3
Plg_19H,Plg19H,Plg,kasp_3
Plg_20B,Plg20B,Plg,kasp_3
Plg_20H,Plg20H,Plg,kasp_3
Plg_21B,Plg21B,Plg,kasp_3
Plg_21H,Plg21H,Plg,kasp_3
Plg_22B,Plg22B,Plg,kasp_3
Plg_22H,Plg22H,Plg,kasp_3
Plg_23B,Plg23B,Plg,kasp_3
Plg_23H,Plg23H,Plg,kasp_3
Plg_24B,Plg24B,Plg,kasp_3
Plg_24H,Plg24H,Plg,kasp_3
Plg_25B,Plg25B,Plg,kasp_3
Plg_25H,Plg25H,Plg,kasp_3
Plg_26B,Plg26B,Plg,kasp_3
Plg_26H,Plg26H,Plg,kasp_3
Plg_27B,Plg27B,Plg,kasp_3
Plg_27H,Plg27H,Plg,kasp_3
Plg_29B,Plg29B,Plg,kasp_3
Plg_29H,Plg29H,Plg,kasp_3
Plg_30B,Plg30B,Plg,kasp_3
Plg_30H,Plg30H,Plg,kasp_3
POU_001_01H,POU_001_1H,POU_001,kasp_3
POU_001_01T,POU_001_1T,POU_001,kasp_3
POU_001_02H,POU_001_2H,POU_001,kasp_3
POU_001_02T,POU_001_2T,POU_001,kasp_3
POU_001_03H,POU_001_3H,POU_001,kasp_3
POU_001_03T,POU_001_3T,POU_001,kasp_3
POU_001_04H,POU_001_4H,POU_001,kasp_3
POU_001_04T,POU_001_4T,POU_001,kasp_3
POU_001_05H,POU_001_5H,POU_001,kasp_3
POU_001_05T,POU_001_5T,POU_001,kasp_3
POU_001_06H,POU_001_6H,POU_001,kasp_3
POU_001_06T,POU_001_6T,POU_001,kasp_3
POU_001_07H,POU_001_7H,POU_001,kasp_3
POU_001_07T,POU_001_7T,POU_001,kasp_3
POU_001_08H,POU_001_8H,POU_001,kasp_3
POU_001_08T,POU_001_8T,POU_001,kasp_3
POU_001_09H,POU_001_9H,POU_001,kasp_3
POU_001_09T,POU_001_9T,POU_001,kasp_3
POU_001_10H,POU_001_10H,POU_001,kasp_3
POU_001_10T,POU_001_10T,POU_001,kasp_3
POU_001_11H,POU_001_11H,POU_001,kasp_3
POU_001_11T,POU_001_11T,POU_001,kasp_3
POU_001_12H,POU_001_12H,POU_001,kasp_3
POU_001_12T,POU_001_12T,POU_001,kasp_3
POU_001_13H,POU_001_13H,POU_001,kasp_3
POU_001_13T,POU_001_13T,POU_001,kasp_3
POU_001_14H,POU_001_14H,POU_001,kasp_3
POU_001_14T,POU_001_14T,POU_001,kasp_3
POU_001_15H,POU_001_15H,POU_001,kasp_3
POU_001_15T,POU_001_15T,POU_001,kasp_3
POU_001_16H,POU_001_16H,POU_001,kasp_3
POU_001_16T,POU_001_16T,POU_001,kasp_3
POU_001_17H,POU_001_17H,POU_001,kasp_3
POU_001_17T,POU_001_17T,POU_001,kasp_3
POU_001_18H,POU_001_18H,POU_001,kasp_3
POU_001_18T,POU_001_18T,POU_001,kasp_3
POU_001_19H,POU_001_19H,POU_001,kasp_3
POU_001_19T,POU_001_19T,POU_001,kasp_3
POU_001_20H,POU_001_20H,POU_001,kasp_3
POU_001_20T,POU_001_20T,POU_001,kasp_3
POU_001_21H,POU_001_21H,POU_001,kasp_3
POU_001_21T,POU_001_21T,POU_001,kasp_3
POU_001_22H,POU_001_22H,POU_001,kasp_3
POU_001_22T,POU_001_22T,POU_001,kasp_3
POU_001_23H,POU_001_23H,POU_001,kasp_3
POU_001_23T,POU_001_23T,POU_001,kasp_3
POU_001_24H,POU_001_24H,POU_001,kasp_3
POU_001_24T,POU_001_24T,POU_001,kasp_3
POU_001_25H,POU_001_25H,POU_001,kasp_3
POU_001_25T,POU_001_25T,POU_001,kasp_3
Q13A_01,Q13A1,Q13A,kasp_3
Q13A_02,Q13A2,Q13A,kasp_3
Q13A_03,Q13A3,Q13A,kasp_3
Q13A_04,Q13A4,Q13A,kasp_3
Q13A_05,Q13A5,Q13A,kasp_3
Q13A_06,Q13A6,Q13A,kasp_3
Q13A_07,Q13A7,Q13A,kasp_3
Q13A_08,Q13A8,Q13A,kasp_3
Q13A_09,Q13A9,Q13A,kasp_3
Q13A_10,Q13A10,Q13A,kasp_3
Q13A_11,Q13A11,Q13A,kasp_3
Q13A_12,Q13A12,Q13A,kasp_3
QUI_001_01H,QUI_001_1H,QUI_001,kasp_3
QUI_001_01T,QUI_001_1T,QUI_001,kasp_3
QUI_001_02H,QUI_001_2H,QUI_001,kasp_3
QUI_001_02T,QUI_001_2T,QUI_001,kasp_3
QUI_001_03H,QUI_001_3H,QUI_001,kasp_3
QUI_001_03T,QUI_001_3T,QUI_001,kasp_3
QUI_001_04H,QUI_001_4H,QUI_001,kasp_3
QUI_001_04T,QUI_001_4T,QUI_001,kasp_3
QUI_001_05H,QUI_001_5H,QUI_001,kasp_3
QUI_001_05T,QUI_001_5T,QUI_001,kasp_3
QUI_001_06H,QUI_001_6H,QUI_001,kasp_3
QUI_001_06T,QUI_001_6T,QUI_001,kasp_3
QUI_001_07H,QUI_001_7H,QUI_001,kasp_3
QUI_001_07T,QUI_001_7T,QUI_001,kasp_3
QUI_001_08H,QUI_001_8H,QUI_001,kasp_3
QUI_001_08T,QUI_001_8T,QUI_001,kasp_3
QUI_001_09H,QUI_001_9H,QUI_001,kasp_3
QUI_001_09T,QUI_001_9T,QUI_001,kasp_3
QUI_001_10H,QUI_001_10H,QUI_001,kasp_3
QUI_001_10T,QUI_001_10T,QUI_001,kasp_3
QUI_001_11H,QUI_001_11H,QUI_001,kasp_3
QUI_001_11T,QUI_001_11T,QUI_001,kasp_3
QUI_001_12H,QUI_001_12H,QUI_001,kasp_3
QUI_001_12T,QUI_001_12T,QUI_001,kasp_3
QUI_001_13H,QUI_001_13H,QUI_001,kasp_3
QUI_001_13T,QUI_001_13T,QUI_001,kasp_3
QUI_001_14H,QUI_001_14H,QUI_001,kasp_3
QUI_001_14T,QUI_001_14T,QUI_001,kasp_3
QUI_001_15H,QUI_001_15H,QUI_001,kasp_3
QUI_001_15T,QUI_001_15T,QUI_001,kasp_3
QUI_001_16H,QUI_001_16H,QUI_001,kasp_3
QUI_001_16T,QUI_001_16T,QUI_001,kasp_3
QUI_001_17H,QUI_001_17H,QUI_001,kasp_3
QUI_001_17T,QUI_001_17T,QUI_001,kasp_3
QUI_001_18H,QUI_001_18H,QUI_001,kasp_3
QUI_001_18T,QUI_001_18T,QUI_001,kasp_3
QUI_001_19H,QUI_001_19H,QUI_001,kasp_3
QUI_001_19T,QUI_001_19T,QUI_001,kasp_3
QUI_001_20H,QUI_001_20H,QUI_001,kasp_3
QUI_001_20T,QUI_001_20T,QUI_001,kasp_3
QUI_001_21H,QUI_001_21H,QUI_001,kasp_3
QUI_001_21T,QUI_001_21T,QUI_001,kasp_3
QUI_001_22H,QUI_001_22H,QUI_001,kasp_3
QUI_001_22T,QUI_001_22T,QUI_001,kasp_3
QUI_001_23H,QUI_001_23H,QUI_001,kasp_3
QUI_001_23T,QUI_001_23T,QUI_001,kasp_3
QUI_001_24H,QUI_001_24H,QUI_001,kasp_3
QUI_001_24T,QUI_001_24T,QUI_001,kasp_3
QUI_001_25H,QUI_001_25H,QUI_001,kasp_3
QUI_001_25T,QUI_001_25T,QUI_001,kasp_3
ROC_VER_01H,ROC_VER_1H,ROC_VER,kasp_3
ROC_VER_01T,ROC_VER_1T,ROC_VER,kasp_3
ROC_VER_02H,ROC_VER_2H,ROC_VER,kasp_3
ROC_VER_02T,ROC_VER_2T,ROC_VER,kasp_3
ROC_VER_03H,ROC_VER_3H,ROC_VER,kasp_3
ROC_VER_03T,ROC_VER_3T,ROC_VER,kasp_3
ROC_VER_04H,ROC_VER_4H,ROC_VER,kasp_3
ROC_VER_04T,ROC_VER_4T,ROC_VER,kasp_3
ROC_VER_05H,ROC_VER_5H,ROC_VER,kasp_3
ROC_VER_05T,ROC_VER_5T,ROC_VER,kasp_3
ROC_VER_06H,ROC_VER_6H,ROC_VER,kasp_3
ROC_VER_06T,ROC_VER_6T,ROC_VER,kasp_3
ROC_VER_07H,ROC_VER_7H,ROC_VER,kasp_3
ROC_VER_07T,ROC_VER_7T,ROC_VER,kasp_3
ROC_VER_08H,ROC_VER_8H,ROC_VER,kasp_3
ROC_VER_08T,ROC_VER_8T,ROC_VER,kasp_3
ROC_VER_09H,ROC_VER_9H,ROC_VER,kasp_3
ROC_VER_09T,ROC_VER_9T,ROC_VER,kasp_3
ROC_VER_10H,ROC_VER_10H,ROC_VER,kasp_3
ROC_VER_10T,ROC_VER_10T,ROC_VER,kasp_3
ROC_VER_11H,ROC_VER_11H,ROC_VER,kasp_3
ROC_VER_11T,ROC_VER_11T,ROC_VER,kasp_3
ROC_VER_12H,ROC_VER_12H,ROC_VER,kasp_3
ROC_VER_12T,ROC_VER_12T,ROC_VER,kasp_3
ROC_VER_13H,ROC_VER_13H,ROC_VER,kasp_3
ROC_VER_13T,ROC_VER_13T,ROC_VER,kasp_3
ROC_VER_14H,ROC_VER_14H,ROC_VER,kasp_3
ROC_VER_14T,ROC_VER_14T,ROC_VER,kasp_3
ROC_VER_15H,ROC_VER_15H,ROC_VER,kasp_3
ROC_VER_15T,ROC_VER_15T,ROC_VER,kasp_3
ROC_VER_16H,ROC_VER_16H,ROC_VER,kasp_3
ROC_VER_16T,ROC_VER_16T,ROC_VER,kasp_3
ROC_VER_17H,ROC_VER_17H,ROC_VER,kasp_3
ROC_VER_17T,ROC_VER_17T,ROC_VER,kasp_3
ROC_VER_18H,ROC_VER_18H,ROC_VER,kasp_3
ROC_VER_18T,ROC_VER_18T,ROC_VER,kasp_3
ROC_VER_19H,ROC_VER_19H,ROC_VER,kasp_3
ROC_VER_19T,ROC_VER_19T,ROC_VER,kasp_3
ROC_VER_20H,ROC_VER_20H,ROC_VER,kasp_3
ROC_VER_20T,ROC_VER_20T,ROC_VER,kasp_3
ROC_VER_21H,ROC_VER_21H,ROC_VER,kasp_3
ROC_VER_21T,ROC_VER_21T,ROC_VER,kasp_3
ROC_VER_22H,ROC_VER_22H,ROC_VER,kasp_3
ROC_VER_22T,ROC_VER_22T,ROC_VER,kasp_3
ROC_VER_23H,ROC_VER_23H,ROC_VER,kasp_3
ROC_VER_23T,ROC_VER_23T,ROC_VER,kasp_3
ROC_VER_24H,ROC_VER_24H,ROC_VER,kasp_3
ROC_VER_24T,ROC_VER_24T,ROC_VER,kasp_3
ROC_VER_25T,ROC_VER_25T,ROC_VER,kasp_3
S_01-star,S1-star,S,kasp_3
S_03,S3,S,kasp_3
S_08,S8,S,kasp_3
S_09,S9,S,kasp_3
S_12,S12,S,kasp_3
S_14,S14,S,kasp_3
S_15,S15,S,kasp_3
S_17,S17,S,kasp_3
S_18,S18,S,kasp_3
S_19,S19,S,kasp_3
S_20,S20,S,kasp_3
S_21,S21,S,kasp_3
S_22,S22,S,kasp_3
S_24,S24,S,kasp_3
S_30,S30,S,kasp_3
S_32,S32,S,kasp_3
S_34,S34,S,kasp_3
S_37,S37,S,kasp_3
S_39,S39,S,kasp_3
S_42,S42,S,kasp_3
S_44,S44,S,kasp_3
S_49,S49,S,kasp_3
SCHV_26,SCHV26,SCHV,kasp_3
Sel-Fiol_20B,Sel-Fiol20B,Sel-Fiol,kasp_3
Sel-Fiol_20H,Sel-Fiol20H,Sel-Fiol,kasp_3
Sel-Fiol_21B,Sel-Fiol21B,Sel-Fiol,kasp_3
Sel-Fiol_21H,Sel-Fiol21H,Sel-Fiol,kasp_3
Sel-Fiol_22B,Sel-Fiol22B,Sel-Fiol,kasp_3
Sel-Fiol_22H,Sel-Fiol22H,Sel-Fiol,kasp_3
Sel-Fiol_23B,Sel-Fiol23B,Sel-Fiol,kasp_3
Sel-Fiol_23H,Sel-Fiol23H,Sel-Fiol,kasp_3
Sel-Fiol_24B,Sel-Fiol24B,Sel-Fiol,kasp_3
Sel-Fiol_24H,Sel-Fiol24H,Sel-Fiol,kasp_3
Sel-Fiol_25B,Sel-Fiol25B,Sel-Fiol,kasp_3
Sel-Fiol_25H,Sel-Fiol25H,Sel-Fiol,kasp_3
Sel-Fiol_26B,Sel-Fiol26B,Sel-Fiol,kasp_3
Sel-Fiol_26H,Sel-Fiol26H,Sel-Fiol,kasp_3
Sel-Fiol_27B,Sel-Fiol27B,Sel-Fiol,kasp_3
Sel-Fiol_27H,Sel-Fiol27H,Sel-Fiol,kasp_3
Sel-Fiol_28B,Sel-Fiol28B,Sel-Fiol,kasp_3
Sel-Fiol_28H,Sel-Fiol28H,Sel-Fiol,kasp_3
SL_26_gills,SL26_gills,SL,kasp_3
SL_26_gonad,SL26_gonad,SL,kasp_3
SL_26_hemo,SL26_hemo,SL,kasp_3
SL_28_gills,SL28_gills,SL,kasp_3
SL_28_gonad,SL28_gonad,SL,kasp_3
SL_28_hemo,SL28_hemo,SL,kasp_3
STBRI_28H,STBRI_28H,STBRI,kasp_3
STBRI_28M,STBRI_28M,STBRI,kasp_3
STBRI_31H,STBRI_31H,STBRI,kasp_3
STBRI_31M,STBRI_31M,STBRI,kasp_3
STBRI_40H,STBRI_40H,STBRI,kasp_3
STBRI_40M,STBRI_40M,STBRI,kasp_3
STBRI_43H,STBRI_43H,STBRI,kasp_3
STBRI_43M,STBRI_43M,STBRI,kasp_3
STBRI_49H,STBRI_49H,STBRI,kasp_3
STBRI_49M,STBRI_49M,STBRI,kasp_3
STBRI_69H,STBRI_69H,STBRI,kasp_3
StLau-TD_18,StLau-TD_18,StLau-TD,kasp_3
StLau-TD_19,StLau-TD_19,StLau-TD,kasp_3
StLau-TD_20,StLau-TD_20,StLau-TD,kasp_3
StLau-TD_21,StLau-TD_21,StLau-TD,kasp_3
StLau-TD_22,StLau-TD_22,StLau-TD,kasp_3
StLau-TD_23,StLau-TD_23,StLau-TD,kasp_3
StLau-TD_24,StLau-TD_24,StLau-TD,kasp_3
StLau-TD_25,StLau-TD_25,StLau-TD,kasp_3
StLau-TD_26,StLau-TD_26,StLau-TD,kasp_3
StLau-TD_27,StLau-TD_27,StLau-TD,kasp_3
StLau-TD_28,StLau-TD_28,StLau-TD,kasp_3
StLau-TD_29,StLau-TD_29,StLau-TD,kasp_3
StMalo_01,StMalo_1,StMalo,kasp_3
StMalo_02,StMalo_2,StMalo,kasp_3
StMalo_03,StMalo_3,StMalo,kasp_3
StMalo_04,StMalo_4,StMalo,kasp_3
StMalo_05,StMalo_5,StMalo,kasp_3
StMalo_06,StMalo_6,StMalo,kasp_3
StMalo_07,StMalo_7,StMalo,kasp_3
StMalo_08,StMalo_8,StMalo,kasp_3
StMalo_09,StMalo_9,StMalo,kasp_3
StMalo_10,StMalo_10,StMalo,kasp_3
StMalo_11,StMalo_11,StMalo,kasp_3
StMalo_12,StMalo_12,StMalo,kasp_3
Tatihou_01,Tatihou_1,Tatihou,kasp_3
Tatihou_02,Tatihou_2,Tatihou,kasp_3
Tatihou_03,Tatihou_3,Tatihou,kasp_3
Tatihou_04,Tatihou_4,Tatihou,kasp_3
Tatihou_05,Tatihou_5,Tatihou,kasp_3
Tatihou_06,Tatihou_6,Tatihou,kasp_3
Tatihou_07,Tatihou_7,Tatihou,kasp_3
Tatihou_08,Tatihou_8,Tatihou,kasp_3
Tatihou_09,Tatihou_9,Tatihou,kasp_3
Tatihou_10,Tatihou_10,Tatihou,kasp_3
Tatihou_11,Tatihou_11,Tatihou,kasp_3
Tatihou_12,Tatihou_12,Tatihou,kasp_3
Te-Fiol_23B,Te-Fiol23B,Te-Fiol,kasp_3
Te-Fiol_23H,Te-Fiol23H,Te-Fiol,kasp_3
Te-Fiol_24B,Te-Fiol24B,Te-Fiol,kasp_3
Te-Fiol_24H,Te-Fiol24H,Te-Fiol,kasp_3
Te-Fiol_25B,Te-Fiol25B,Te-Fiol,kasp_3
Te-Fiol_25H,Te-Fiol25H,Te-Fiol,kasp_3
Te-Fiol_26B,Te-Fiol26B,Te-Fiol,kasp_3
Te-Fiol_26H,Te-Fiol26H,Te-Fiol,kasp_3
Te-Fiol_27B,Te-Fiol27B,Te-Fiol,kasp_3
Te-Fiol_27H,Te-Fiol27H,Te-Fiol,kasp_3
Te-Fiol_28B,Te-Fiol28B,Te-Fiol,kasp_3
Te-Fiol_28H,Te-Fiol28H,Te-Fiol,kasp_3
Te-Fiol_29B,Te-Fiol29B,Te-Fiol,kasp_3
Te-Fiol_29H,Te-Fiol29H,Te-Fiol,kasp_3
TRI_001_01H,TRI_001_1H,TRI_001,kasp_3
TRI_001_01T,TRI_001_1T,TRI_001,kasp_3
TRI_001_02H,TRI_001_2H,TRI_001,kasp_3
TRI_001_02T,TRI_001_2T,TRI_001,kasp_3
TRI_001_03H,TRI_001_3H,TRI_001,kasp_3
TRI_001_03T,TRI_001_3T,TRI_001,kasp_3
TRI_001_04H,TRI_001_4H,TRI_001,kasp_3
TRI_001_04T,TRI_001_4T,TRI_001,kasp_3
TRI_001_05H,TRI_001_5H,TRI_001,kasp_3
TRI_001_05T,TRI_001_5T,TRI_001,kasp_3
TRI_001_06H,TRI_001_6H,TRI_001,kasp_3
TRI_001_06T,TRI_001_6T,TRI_001,kasp_3
TRI_001_07H,TRI_001_7H,TRI_001,kasp_3
TRI_001_07T,TRI_001_7T,TRI_001,kasp_3
TRI_001_08H,TRI_001_8H,TRI_001,kasp_3
TRI_001_08T,TRI_001_8T,TRI_001,kasp_3
TRI_001_09H,TRI_001_9H,TRI_001,kasp_3
TRI_001_09T,TRI_001_9T,TRI_001,kasp_3
TRI_001_10H,TRI_001_10H,TRI_001,kasp_3
TRI_001_10T,TRI_001_10T,TRI_001,kasp_3
TRI_001_11H,TRI_001_11H,TRI_001,kasp_3
TRI_001_11T,TRI_001_11T,TRI_001,kasp_3
TRI_001_12H,TRI_001_12H,TRI_001,kasp_3
TRI_001_12T,TRI_001_12T,TRI_001,kasp_3
TRI_001_13H,TRI_001_13H,TRI_001,kasp_3
TRI_001_13T,TRI_001_13T,TRI_001,kasp_3
TRI_001_14H,TRI_001_14H,TRI_001,kasp_3
TRI_001_14T,TRI_001_14T,TRI_001,kasp_3
TRI_001_15H,TRI_001_15H,TRI_001,kasp_3
TRI_001_15T,TRI_001_15T,TRI_001,kasp_3
TRI_001_16H,TRI_001_16H,TRI_001,kasp_3
TRI_001_16T,TRI_001_16T,TRI_001,kasp_3
TRI_001_17H,TRI_001_17H,TRI_001,kasp_3
TRI_001_17T,TRI_001_17T,TRI_001,kasp_3
TRI_001_18H,TRI_001_18H,TRI_001,kasp_3
TRI_001_18T,TRI_001_18T,TRI_001,kasp_3
TRI_001_19H,TRI_001_19H,TRI_001,kasp_3
TRI_001_19T,TRI_001_19T,TRI_001,kasp_3
TRI_001_20H,TRI_001_20H,TRI_001,kasp_3
TRI_001_20T,TRI_001_20T,TRI_001,kasp_3
TRI_001_21H,TRI_001_21H,TRI_001,kasp_3
TRI_001_21T,TRI_001_21T,TRI_001,kasp_3
TRI_001_22H,TRI_001_22H,TRI_001,kasp_3
TRI_001_22T,TRI_001_22T,TRI_001,kasp_3
TRI_001_23H,TRI_001_23H,TRI_001,kasp_3
TRI_001_23T,TRI_001_23T,TRI_001,kasp_3
TRI_001_24H,TRI_001_24H,TRI_001,kasp_3
TRI_001_24T,TRI_001_24T,TRI_001,kasp_3
TRI_001_25H,TRI_001_25H,TRI_001,kasp_3
TRI_001_25T,TRI_001_25T,TRI_001,kasp_3
VEY_001_01H,VEY_001_1H,VEY_001,kasp_3
VEY_001_01T,VEY_001_1T,VEY_001,kasp_3
VEY_001_02H,VEY_001_2H,VEY_001,kasp_3
VEY_001_02T,VEY_001_2T,VEY_001,kasp_3
VEY_001_03H,VEY_001_3H,VEY_001,kasp_3
VEY_001_03T,VEY_001_3T,VEY_001,kasp_3
VEY_001_04H,VEY_001_4H,VEY_001,kasp_3
VEY_001_04T,VEY_001_4T,VEY_001,kasp_3
VEY_001_05H,VEY_001_5H,VEY_001,kasp_3
VEY_001_05T,VEY_001_5T,VEY_001,kasp_3
VEY_001_06H,VEY_001_6H,VEY_001,kasp_3
VEY_001_06T,VEY_001_6T,VEY_001,kasp_3
VEY_001_07H,VEY_001_7H,VEY_001,kasp_3
VEY_001_07T,VEY_001_7T,VEY_001,kasp_3
VEY_001_08H,VEY_001_8H,VEY_001,kasp_3
VEY_001_08T,VEY_001_8T,VEY_001,kasp_3
VEY_001_09H,VEY_001_9H,VEY_001,kasp_3
VEY_001_09T,VEY_001_9T,VEY_001,kasp_3
VEY_001_10H,VEY_001_10H,VEY_001,kasp_3
VEY_001_10T,VEY_001_10T,VEY_001,kasp_3
VEY_001_11H,VEY_001_11H,VEY_001,kasp_3
VEY_001_11T,VEY_001_11T,VEY_001,kasp_3
VEY_001_12H,VEY_001_12H,VEY_001,kasp_3
